Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GEO,915,Georgia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,139.9,33,4.7,3.9,18.5,1.3,6.6,7.5,7.1,7.7,13.1,11.7,9.8,12.92,4.22,1.75,16.04,-4.49,-0.71,5.13,4.16,1.65,6.77,2.32,8.16,10.59,10.81,18.17
GHA,652,Ghana,Inflation,Food Consumer Price Inflation,5,12.4,10.2,20.8,15.9,30.8,67.6,150.6,59.4,61.7,52.3,111.1,36,144.5,11,-11.1,20.3,38.5,34.1,25.1,40.1,9,10.4,25,25.9,62.2,35.8,20.9,14.8,8.7,11.8,23.2,18.2,24.7,16.6,15.6,9.2,12.2,15.2,15.7,6.1,6.7,6.75,7.28,6.8,7.48,8.66,7.27,7.82,7.86,11.84,10.31,29
GIN,656,Guinea,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,32.5,27.3,17.7,16.4,12.8,9.3,4.7,7.9,1.5,-0.5,10.1,5.4,4,4.48,6.15,21.4,21.2,37,42.5,28.5,20.6,7.1,20.4,27.36,15.63,12.65,10.56,11.52,11.49,13.59,13.36,11.36,12.7,15.78,13.24
GMB,648,"Gambia, The",Inflation,Food Consumer Price Inflation,8.7,3.1,9.7,6,13.3,34.4,19.3,12.5,6.3,5.8,5.2,5.3,8.9,13.7,21.3,17.3,60.1,23.4,12.7,6.9,14.1,8.3,8.5,8.7,-1.2,8.7,1.1,1.4,3.6,4,0.2,-0.7,18.1,20.4,16.1,3.1,1.85,7.9,6.03,5.38,6.61,6.42,5.04,6.71,6.78,8.27,8.24,8.72,6.34,6.79,6.56,9.6,
GNB,654,Guinea-Bissau,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.49,-2.85,0.97,3.71,0.49,5.88,15.86,-0.17,0.12,7.42,2.84,0.76,-1.26,3.09,2.5,1.74,,,,5.28,12.38
GNQ,642,Equatorial Guinea,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,-5,-7.3,3.4,40.2,10.9,7,7.2,9.1,0.6,1.57,11.5,9.6,6.4,4.4,6.77,5.98,,,,4.69,7.1,3.94,4.62,4.4,1.47,-4.06,1.6,1,0.43,4.66,,
GRC,174,Greece,Inflation,Food Consumer Price Inflation,7.67,5.03,3.73,16.17,33.48,11.75,13.78,14.06,14.27,18.73,27.6,30.07,21.12,18.04,18.24,19.46,20.31,12.62,11.13,18.35,20.02,17.76,11.79,9.9,13.25,8.52,6.97,4.18,4.05,2.71,1.89,5.13,5.33,4.98,0.51,0.61,3.74,3.24,5.36,1.91,0.06,3.11,1.51,0,-1.68,1.8,-0.22,0.32,0.4,-4.7,1.36,1.36,11.41
GRD,328,Grenada,Inflation,Food Consumer Price Inflation,,,,,,,,,,,19,21.5,5.2,5.6,4.6,0.2,2.2,-0.2,5.1,8.4,4,1.9,0.6,4,4.8,5.2,4.5,0.4,1.7,1.4,-0.7,1.8,-0.4,0.7,3.2,4.12,5.63,6.68,14.42,1.44,3.26,4.42,3,0.9,0.82,1.04,-2.34,0.62,0.63,0.4,0.96,1.69,
GTM,258,Guatemala,Inflation,Food Consumer Price Inflation,4,-1.9,0.1,19.3,15.8,14.6,9.6,11,4.6,10.3,11.2,11.2,-2.8,2,2,21.9,36,15.4,14.8,13.3,47.1,32.3,7.2,14.5,16.1,8.8,11.5,6.8,4.6,2.2,4.3,10.5,10.53,5.74,10.28,13.21,7.14,9.89,15.11,2.02,3.45,10.66,7.18,8.38,7.46,9.32,9.94,8.9,7.23,7.82,6.37,4.79,8.62
GUY,336,Guyana,Inflation,Food Consumer Price Inflation,9.94,1.2,8.8,12,26.4,8.4,13.8,8.5,17.2,18.9,12.1,27.6,29.3,20.9,29.7,23.6,8.7,30,47,70.4,53.2,53.2,24.6,7.1,11.4,17,7.6,0.8,3.6,8.8,4.1,0.6,3.9,3.9,4.4,7.5,6.8,15.7,14.7,-0.4,,,,,,,,,,,,,
HKG,532,Hong Kong SAR,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,12.04,8.53,6.85,0.63,1.61,5.05,9.59,12.5,10.05,11.37,8.96,7.52,6.84,7.14,3.91,3.6,1.93,-1.88,-2.17,-0.79,-2.09,-1.56,1.12,1.76,1.74,4.28,10.14,1.32,2.32,7.01,5.81,4.41,4.14,3.91,3.38,2.18,3.35,4.86,3.29,1.41,4.63
HND,268,Honduras,Inflation,Food Consumer Price Inflation,5.2,3.2,4.7,5.2,17.1,9.4,3.9,11.3,6.1,8,19.2,7.3,6.7,5.3,0.3,1.6,2.8,0.6,8.3,12.5,26.5,43.7,6.2,12.7,27.3,28.3,24.7,19.8,11.7,7.9,8.31,8.72,3.9,3.57,6.77,10.05,4.24,9.55,17.18,3.58,1.83,6.15,3.01,5.06,6.72,3.25,0.97,1.58,3.52,2.17,4.68,2.9,13.1
HRV,960,Croatia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,41.6,39.6,45.1,50,71.4,91.7,131.9,187.5,1147.8,553.3,122.9,720.6,1357.7,101.1,0.8,3.2,4.4,6.4,0.78,0.32,2.53,0.2,1.65,1.42,4.57,2.52,3.33,9.99,1.62,-1.53,3.54,3.71,3.72,-2.19,0.39,-0.47,2.91,0.99,-0.12,1.93,1.62,15.03
HTI,263,Haiti,Inflation,Food Consumer Price Inflation,0.4,7.2,10,27.4,12.5,18.6,6.3,7.8,-7,15.7,36.4,13.2,0.9,11,6.1,11.7,3.3,-18.9,6.4,7.8,22.8,14.6,10.2,27,41.2,-4.5,,,9.7,1.9,9.7,15.5,10.3,36.7,28.2,,14,8.1,19.7,-2.6,5,10.2,6.64,6.49,3.8,9.47,14.69,14.22,13.8,22.23,25.99,19.65,32.58
HUN,944,Hungary,Inflation,Food Consumer Price Inflation,1,2,1,4.8,0.5,1.1,10.2,5.5,3.6,10.3,13.4,2.97,5.14,5.02,12.87,6.42,1.85,9.54,16.12,17.71,34.9,20.78,20.55,29.31,23.55,30.81,17.27,17.48,14.18,2.91,9.22,13.71,5.34,2.69,6.47,2.45,7.72,11.46,10.1,4.37,3.12,6.63,5.9,2.75,-0.36,0.86,0.65,2.74,4.15,5.11,7.25,3.45,25.72
IDN,536,Indonesia,Inflation,Food Consumer Price Inflation,9.2,2.6,10.4,43.4,41.3,20.6,22,10.7,7.8,3,17,14.8,5.9,9.2,9.9,2.4,8.6,11,12.9,8,7.2,8,7.7,7,10.8,13.3,8.15,8.66,92.56,25,-4.78,8.43,10.83,1.08,5.89,10.3,14.85,10.95,16.96,6.98,9.42,8.55,5.86,11.82,6.82,7.17,7.24,2.13,4.24,,3.41,2.71,6.02
IND,534,India,Inflation,Food Consumer Price Inflation,5.9,3.3,4.5,19.5,27.2,-0.6,-6,8.2,3.4,3,9.3,12.3,6.7,9.3,8.9,8.3,10.3,9.9,6.2,8.1,10.5,15.7,11.1,12.2,11.2,11.6,4.3,7.9,17.3,-2.4,3.9,1.2,1.4,5,4.2,1.9,10.3,10.3,10.1,11.1,10.3,8.6,9.26,12.86,7.09,5.26,5.34,1.82,1.67,3.58,8.75,3.69,7.25
IRL,178,Ireland,Inflation,Food Consumer Price Inflation,7.6,7.4,11.8,16.5,14.7,21.5,18.95,16.1,9.61,14.71,9.57,14.19,12.43,7.27,9.91,3.25,4.19,2.64,2.58,4.81,1.38,0.73,1.12,-0.33,3.34,2.76,1.7,1.52,4.09,3.03,3.1,6.54,3.47,1.47,-0.27,-0.7,1.39,2.8,6.54,-3.47,-4.56,1.15,0.57,1.06,-2.24,-2.14,-1.33,-2.07,-2.03,-0.67,-1.41,-0.25,6.45
IRN,429,"Iran, Islamic Rep.",Inflation,Food Consumer Price Inflation,0.6,6.6,8.6,6.9,15.9,12.2,6.8,18.9,18.8,22.5,28.5,29.7,16.9,18.4,9,5.3,26.2,23.6,13.7,20.1,3,19,33.7,21.3,31.8,61.2,25,10.2,23.4,24.3,12,6.6,16.3,17.7,13,13,10.3,20.65,31.02,11.87,12.42,26.07,37.99,50.08,13.75,10.52,6.57,12.52,23.13,55.71,27.77,59.22,58.62
IRQ,433,Iraq,Inflation,Food Consumer Price Inflation,3.9,4.2,5.2,5.6,10.1,9.7,11.2,8.2,5.6,,,,25,13.4,5.7,2.4,0.7,23.1,23.5,7.1,64.5,260.8,72.3,215.5,500.8,427.2,-22.9,15.5,11.2,0,-3.1,8.2,9.1,16.5,8.7,22.3,29.9,13.9,10.9,7.6,3.1,3.1,,,,2.29,-3.14,-1.84,0.25,0,-0.49,4.86,6.92
ISL,176,Iceland,Inflation,Food Consumer Price Inflation,15.9,1.9,16.5,30,45.2,50.8,36,32.5,43.8,32.3,65.9,55.9,46.2,92.9,31.1,37.67,22.9,16.72,33.93,19.04,12.82,2.57,1.34,2.33,-2.23,2.85,3.17,3.3,2.75,3.27,4.12,6.9,4.21,-2.66,1.07,-2.57,7.97,-1.06,15.99,17.53,4.24,3.83,6.09,5.09,0.51,2.84,1.32,-2.42,2.49,3.8,4.9,3.51,6.97
ISR,436,Israel,Inflation,Food Consumer Price Inflation,3.3,13.13,8.36,20.56,44.47,45.96,27,42.06,45.79,79.08,165.87,96.52,114.8,156.09,376.37,311.67,54.68,15.73,17.54,19.88,8.26,14.06,13.33,5.71,11.33,6.9,9.28,9.15,5.86,6.59,2.3,2.26,2.77,2.83,-0.64,1.66,5.1,4.1,12.27,1.07,2.45,3.34,0.53,5.21,-1.35,0.04,-1.27,0.04,0.92,2.08,-0.01,0.99,4.35
ITA,136,Italy,Inflation,Food Consumer Price Inflation,4.3,4.23,7.24,11.97,19.59,19.69,19,17.5,13.03,13.82,15.66,16.11,15.26,11.71,9.18,8.79,5.35,3.63,3.45,6.27,6.01,6.39,4.96,2.02,3.58,6.15,3.95,-0.16,1.01,0.95,1.57,4.08,3.64,3.19,2.16,-0.07,1.71,2.9,5.39,1.8,0.2,2.47,2.52,2.37,0.13,1.1,0.17,1.88,1.22,0.77,1.4,0.58,8.75
JAM,343,Jamaica,Inflation,Food Consumer Price Inflation,6.6,6.6,4.8,24.7,29.2,17.7,8.9,9.4,36.8,33.4,33.4,10.3,6.1,11.8,28.6,25.4,17.7,7.4,9.5,19.7,22.3,54.8,77.6,21.1,38.4,20.3,24.1,7.9,7,2.3,7,3.19,6.63,9.07,14.34,19.35,6.29,11.91,30.67,13.05,10.1,7.69,10.82,12.5,8.62,7.77,3.98,4.46,4.08,6.33,10.83,6.72,12.59
JOR,439,Jordan,Inflation,Food Consumer Price Inflation,7.8,6.2,11.1,18.8,34.8,15.6,14.6,14.2,3.6,5.9,10.9,8.1,4.7,2.6,1.9,2.3,1.5,-1.5,5.5,20.8,20.5,11.1,3,1.9,5.9,2.3,7,6.6,4,-0.9,-0.7,0.3,0.2,2.6,4.6,5.1,7.4,9.53,19.79,1.7,4.53,4.22,4.56,4.23,0.32,1.12,-3.48,-0.41,3.23,0.28,2.33,0.1,3.68
JPN,158,Japan,Inflation,Food Consumer Price Inflation,6.2,5.98,3.81,13.1,27.68,13.02,9.06,6.73,3.52,2.12,6.02,5.31,1.76,2.1,2.85,1.67,0.18,-0.92,0.74,2.19,4.05,4.77,0.52,1.06,0.88,-1.2,-0.14,1.79,1.46,-0.52,-1.96,-0.63,-0.81,-0.17,0.95,-0.94,0.5,0.33,2.6,0.21,-0.35,-0.4,0.09,-0.12,3.82,3.08,1.69,0.72,1.41,0.22,1.2,-0.05,4.66
KAZ,916,Kazakhstan,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,2009.7,591.4,1847.5,163.8,34.8,6.4,4.4,7.4,16,11.5,6.8,7,7.7,8.1,8.7,12.2,23.4,13.87,9.01,7.83,4.34,4.14,6.65,6.56,12.79,8.58,4.73,8.09,10.44,10.77,18.47
KEN,664,Kenya,Inflation,Food Consumer Price Inflation,4.8,4.8,4.8,4.8,17.9,21,16.7,12.4,12.2,0.6,21.9,11.9,20.4,9.6,10.9,19.2,3.2,3.8,7.6,9.2,8.6,23.5,35.1,45.2,30.7,-2.2,8.2,15.7,3.6,3.9,10.9,2.4,1.4,16.3,19,14.6,27.9,10.9,35.1,27.81,18.89,20.51,9.98,7.26,8.71,11.39,10.08,13.37,1.55,7.96,9.13,8.45,12.8
KGZ,917,Kyrgyz Republic,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,966,161.2,40,41.2,24.9,10.5,41,18.5,5.7,0.2,2.8,3.2,5.3,8.8,1.84,-0.78,-2.21,2.68,-1.68,0.06,-0.22,0.95,-1.44,-0.07,2.46,-2.16,1.41,11.68,17.97,14.36
KHM,522,Cambodia,Inflation,Food Consumer Price Inflation,20.2,94.5,28.4,186.4,218.6,,,,,,,,,,,,,,,,,,,,,-0.9,7.6,6.7,14,7.6,-3.4,-2,1.8,1.5,6.4,8.4,6.5,10,33,1.7,2.3,6.14,3.51,3.88,4.89,4.02,5.6,3.39,2.46,2.07,4.65,2.75,5.25
KNA,361,St. Kitts and Nevis,Inflation,Food Consumer Price Inflation,18.3,1.3,17,17,31,8.9,12,21.2,17.7,11,14.2,11,3.7,2.2,2.9,-0.3,0.1,0.6,0,5,2.5,5.7,4.7,2.4,3.5,1.1,3.8,9.3,3.9,1.1,2.4,1.75,1.1,1.8,2.6,3.5,7.9,5.6,8,2.7,2.4,9.38,2.45,2.11,0.01,-10.7,-6.11,-0.12,2.42,1.94,1.25,0.17,
KOR,542,"Korea, Rep.",Inflation,Food Consumer Price Inflation,18.5,18.5,13.4,2.7,27.5,31.8,17.9,11.6,16.3,14,26.6,27.5,2.4,1.5,1.4,3.7,2.18,3.09,10.55,6.15,9.85,10.99,5.27,3.02,10.2,3.03,3.02,3.98,10.1,4.54,0.84,5.1,4.81,4.65,8.07,3.11,0.53,2.5,4.95,7.58,6.41,8.14,3.96,0.86,0.29,1.65,2.31,3.4,2.77,0.05,4.43,5.89,5.97
KWT,443,Kuwait,Inflation,Food Consumer Price Inflation,15.3,15.3,15.3,15.3,17.9,13.1,6.5,7.1,3.4,5,6.4,2.4,7,2.6,-0.2,-0.2,0.3,-1.9,0.3,3.9,12.3,10.2,-2.5,-4.5,1.7,2.1,5.8,0.7,0.2,4.6,0.8,0.6,0.7,5.4,3.2,8.5,3.9,4.7,11.7,3.2,8.4,7.54,4.78,4.01,2.9,3.39,1.71,0.16,0.05,1.08,4.88,9.48,7.84
LAO,544,Lao PDR,Inflation,Food Consumer Price Inflation,-6.9,0.6,35,40.4,52.1,87.9,,,,,,,,,,,,,,64,30.4,10.8,11.7,-3.8,2.8,22.4,13.4,25.3,92.9,118.9,,6.6,9.7,15.2,10.4,7.7,,8.1,10.9,1.9,7.7,10.31,5.6,12.6,6.88,4.55,4.29,-0.08,1.24,4.68,9.11,3.02,5.25
LBN,446,Lebanon,Inflation,Food Consumer Price Inflation,-0.4,2.6,8.7,9.7,16.6,4,,,,,,,,,,,,478.4,134.1,45.7,57.1,42.8,80.4,17,7.5,7.9,8.5,-0.6,,,,,,,,,,,12.26,3.72,3.11,6.45,5.92,2.56,3.61,-1.1,-1.22,3.67,5.19,4.13,253.96,310.68,372.83
LBR,668,Liberia,Inflation,Food Consumer Price Inflation,1.2,-9.2,0,30.2,26.4,15.4,-0.6,9.9,11.3,11.6,9.3,4.1,4.3,2.7,1.7,-3.7,-1.3,0.2,19.2,9.6,13.8,,,,,,,,,,,,,,,,16.56,18.66,25,2.59,7.2,11.36,10.25,10.28,9.05,10.08,7.89,6.45,20.91,28.89,,,
LBY,672,Libya,Inflation,Food Consumer Price Inflation,,,-8.7,-8.7,7,7.2,12.7,12.2,11.7,27.9,,,,13.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.81,35.13,,,,,
LCA,362,St. Lucia,Inflation,Food Consumer Price Inflation,9.5,11.8,8.8,18.5,40.5,17.1,10,8.1,10.7,9.4,17.4,2.8,19.2,0.4,0.1,-1.4,3.3,11.3,-1.1,4.1,4.7,8.9,5,-0.6,4.9,7.6,-0.4,-2.6,4.2,2.9,1.2,3.2,-1.2,2.1,0.8,7.1,3.3,6.39,7.91,3.13,-0.18,2.73,6.51,5.06,2.09,0.23,-3.22,-1.45,3.66,2.17,-2.21,-0.05,3.44
LKA,524,Sri Lanka,Inflation,Food Consumer Price Inflation,6.8,1.8,6,12.7,14.1,7.7,-1.1,0.6,16.8,10.9,29,17.6,12.7,12.4,18.1,0.1,7.2,8.7,15.1,10.3,23.3,11.9,11.9,11.2,8.9,6.9,19.2,10.9,10.9,4,4.5,15.2,10.6,5.8,7.8,12.1,13.2,18.2,30.5,2.8,6.8,,,,13.82,5.24,3.07,11.34,-0.22,0.66,12.18,11.2,56.74
LSO,666,Lesotho,Inflation,Food Consumer Price Inflation,15.2,15.2,15.2,15.2,15.2,18.1,10.8,25.3,15.4,9.2,23.9,13,13.6,18.3,10.5,12.9,17.8,12.7,9.8,11.2,11.4,18.3,23.6,10.4,6.2,12.7,9.6,9.3,9,7.5,4.6,6.5,26.6,5.6,4,2.6,8.98,14.15,15.68,8.5,3.5,6.97,9.86,5.38,5.31,6.14,11.84,6.43,4.44,6.83,10.34,9.64,8.56
LTU,946,Lithuania,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,1.7,4.6,0.8,-0.1,2.3,7.7,5.9,-0.8,0.1,0.1,217.6,1086.5,421.4,59.59,40.23,27.74,6.07,-0.15,-3.95,-2.44,3.54,-0.71,-3.7,2.22,3.92,6.09,11.26,15.93,1.64,-0.45,8.25,3.05,1.67,0.77,-0.86,1.23,3.56,1.44,2.93,2.26,2.77,25.4
LUX,137,Luxembourg,Inflation,Food Consumer Price Inflation,5.1,3.53,6.7,7.13,9,11.27,12.13,4.03,1.54,2.63,3.6,8.35,10.61,7.95,7.32,3.64,2.87,-1.34,1.1,3.32,3.23,3.1,0.74,-0.29,1.78,2.44,0.84,1.05,2.68,1.21,2.04,4.77,3.91,1.93,1.83,1.64,2.37,3.36,5.37,1.43,0.87,2.56,2.57,3.65,0.56,0.77,1.53,2.82,2.21,1.4,2.73,0.9,6.64
LVA,941,Latvia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,178.75,773.99,90.5,33.26,16.14,12.41,2.54,1.33,-1.13,0.63,4.86,3.42,2.63,7.37,9.21,8.15,13.48,18.26,-0.06,-0.29,8.44,2.31,1.34,-0.28,-1.26,1.07,5.59,0.58,2.92,2.38,2.24,20.86
MAR,686,Morocco,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,1.23,1.42,2.39,2.18,-1.21,2.56,2.8,0.01,0.95,-1.36,0.94,0.59,10.02
MDA,921,Moldova,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,1337,1318.4,453,29.6,19.5,7,4,32.7,36.4,10.7,4.3,13.6,12.7,10.6,9.1,10.9,15.4,-5.6,6.3,8.9,8.9,-0.2,-0.2,0.73,-0.92,0.47,5.51,7.61,7.35,7.11,32.48
MDG,674,Madagascar,Inflation,Food Consumer Price Inflation,5.5,7.1,6.7,6.7,15.6,13.7,8.9,9.4,7.3,11.1,15.2,26.7,39.3,28.9,7.5,4.6,12.6,21.1,21.7,10.5,13.8,7.9,10.9,14.2,29.2,44.1,24.7,10.2,16.9,8.7,11.3,1.9,15,-3.7,19.3,26.4,6.2,11.8,10.4,8.3,6.4,13.5,5.17,4.96,5.41,6.52,6.39,9.3,10.86,4.82,3.81,7.44,7.74
MDV,556,Maldives,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,1.9,2.7,6.6,12.7,14.5,17.9,3.9,12,9.3,19.5,-4.7,4.2,-4.8,2.1,3.6,-6.1,16,2.1,4,16.2,19.1,0.5,7.5,19.93,17.63,7.16,0.72,0.48,0.58,6.13,-1.08,-0.79,2.73,1.8,4.48
MEX,273,Mexico,Inflation,Food Consumer Price Inflation,5.36,4.45,4.05,15.61,30.86,12.45,12.15,28.92,16.47,18.61,25.25,25.85,53.35,89.39,75.54,59.76,84.81,130.91,110.37,21.58,25.94,19.31,10.66,5.49,4.65,39.63,42.25,19.11,16.02,15.66,5.42,5.06,3.75,5.53,7.22,5.37,3.66,6.62,8.15,8.82,3.31,4.36,8.12,5.17,4.74,3.99,4.47,6.97,4.8,4.39,6.62,7.23,13.29
MKD,962,"Macedonia, FYR",Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,46.6,46.7,40,70.4,94.2,105.8,195.2,1264.9,541.6,104.5,1590.6,346.4,123,8.6,-0.1,4.2,-0.2,-1.6,-0.4,6.9,1.8,-1.79,-2.88,-1.2,2.06,3.72,14.87,-1.2,0.12,6.16,2.29,3.43,-0.97,0.07,-1.3,0.25,0.82,1.62,2.41,3.13,18.87
MLI,678,Mali,Inflation,Food Consumer Price Inflation,1.4,20.7,7.7,29.2,2.1,5.9,8.1,25,33.2,-4.1,22.1,12.2,2.3,9.8,12.6,7.7,-4.2,-14.1,8.6,6.25,3.9,3.9,-9.9,-0.9,26.6,14.7,9,-1.6,-3.7,-3.7,-4.5,8,7.2,-4.1,-7,11.3,-0.4,1.84,13.01,3.15,5.12,5.14,8.04,-3.28,-0.21,3.05,-3.27,2.53,2.16,-5.37,2.5,5.18,14.32
MLT,181,Malta,Inflation,Food Consumer Price Inflation,3,0.7,4.3,13.9,7.5,7.3,-1,19,7.6,5.1,21.1,13,7.5,-2,-1.1,-1.1,2.4,0.7,0.1,-0.6,4.2,1.5,0.2,5.2,3.6,3.3,3.7,1.4,2,0.8,1.6,6,1.3,1.7,0.21,1.76,2,4.36,8.03,6.37,1.02,3.84,4.7,4.78,0.53,2.97,2.16,3.46,2.92,3.62,2.14,2.35,10.02
MMR,518,Myanmar,Inflation,Food Consumer Price Inflation,-7.3,2.4,12.1,30.7,24.9,35.7,17.8,-3,-7.4,8.6,1.7,-4.3,3.4,9.3,1.8,9.5,6.3,26.7,20.7,28.4,19.2,37.5,22.5,38.9,20.2,25.9,18.9,30.3,24.8,22,-2.5,19.5,68.3,36.3,1.1,9.3,20.6,35.1,29.2,12.3,7.2,3.9,4.8,6.9,5.4,13.09,9.23,4.38,6.58,9.01,3.05,5.61,
MNE,943,Montenegro,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,4.1,4.17,3.92,-1.43,2.93,-0.82,1.73,0.41,3.13,1.62,3.54,21.58
MNG,948,Mongolia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,13.08,43.71,1.65,12.21,7.66,21.66,8.46,10.99,1.88,-2.89,4.25,6.92,10.68,6.64,13.79,19.2
MOZ,688,Mozambique,Inflation,Food Consumer Price Inflation,5.6,13.6,14,-1.8,22,11.7,8.3,,,,,1,21.8,26,25.2,49.5,12.4,,,,,,,,,50.8,45,5.9,-2.6,-6.3,7.5,10.6,19.6,12.5,10.8,5.4,17,10.3,18.86,7.01,15.32,13.18,3.13,5.35,3.83,5.22,27.23,16.39,0.01,3.28,7.6,10.94,12.43
MRT,682,Mauritania,Inflation,Food Consumer Price Inflation,6.5,9.6,8.8,11,16.1,,19.5,7.4,9.3,11,12.2,,,8,9.6,,,,,,,2.7,7.5,9.6,3.5,8,7.5,4.2,8.8,3.6,3.9,6.5,4.4,6,6,13.7,5.4,10.5,9.6,2.6,7.6,6.36,4.3,4.41,5.07,5.64,2.28,3.08,4.2,2.72,2.19,5.79,13
MUS,684,Mauritius,Inflation,Food Consumer Price Inflation,1.4,0.1,6.2,15.6,32.5,16,16,8.6,6.6,14.3,51.2,14.5,9.5,7.2,9,7.2,2.2,2.5,11.7,13.9,10.8,4.2,0.4,13.8,9.3,6,5.3,5.3,8,6.4,1.3,4,2.8,2.8,6,5.83,10.04,15.55,15.84,4.08,3.71,5.86,2.16,3.41,4.62,3.24,1.06,3.73,5.81,0.72,6.22,4.33,14.5
MWI,676,Malawi,Inflation,Food Consumer Price Inflation,16.1,11.2,4.2,6.8,16.5,19.1,2.3,1.7,6.3,13.9,24.7,9.8,4.4,15.4,15.7,9.1,15.7,26.8,32,15.8,12.8,13.1,28.4,26.4,38.3,92.9,45.3,8.2,27.7,43,19.7,17.6,16.16,5.29,7.52,17.27,15.55,7.39,6.96,7.34,5.04,3.13,19.51,25.75,21.24,23.86,24.77,13.64,12.75,15.27,17.34,,
MYS,548,Malaysia,Inflation,Food Consumer Price Inflation,2.1,1.5,3.2,15.9,26.1,3.8,2,5.5,5,2.6,4.6,11.5,7.6,0.8,3.5,-2.4,0.2,-0.5,3.7,3.7,4.3,4.9,6.4,2.4,5.3,4.9,5.7,4.1,8.9,4.6,1.9,0.7,0.7,1.3,2.1,3.7,3.39,3.02,8.84,4.13,2.39,4.81,2.69,3.56,3.34,3.63,3.78,3.98,1.63,1.65,1.27,1.77,5.3
NAM,728,Namibia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,9.7,5.9,13.9,17.1,14.6,17.5,17.3,5.9,19.7,6.5,13.2,11.6,6.7,7.7,2.7,5.6,6.9,11.5,19.5,9.06,0.98,1.3,6.49,11.94,16.79,10.54,3.17,4.93,9.04,6.51,8.26,5.64,10.77,5.6,3.18,4.3,5.22,5.73,7.18
NCL,687,New Caledonia,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12,12.3,16.2,10.9,10.1,12,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.82,-0.53,20.36,11.17,0.33,3.43,3.23,4.44,-1.27,0.46,-1.21,0.75,-0.57,-4.59,-0.21,7.47,8.15
NER,692,Niger,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12,12.3,16.2,10.9,10.1,12,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.82,-0.53,20.36,11.17,0.33,3.43,3.23,4.44,-1.27,0.46,-1.21,0.75,-0.57,-4.59,-0.21,7.47,8.15
NGA,694,Nigeria,Inflation,Food Consumer Price Inflation,23.6,26.2,1.5,-2.3,19.9,42.9,22.7,18.6,17.5,8.4,7.1,26.1,8.9,23.2,42.9,3.9,0.1,17.8,54.1,52.6,3.7,11.9,46.5,57.9,46.8,72.1,30.14,11.52,3.64,1.1,2.77,28.58,13.9,6.4,14.45,22.78,5.58,2.13,15.92,14.7,14.86,10.19,11.18,9.51,9.45,9.86,14.83,19.45,14.32,13.68,16.08,20.3,20.06
NIC,278,Nicaragua,Inflation,Food Consumer Price Inflation,,,,,13.1,7.7,1.1,14.8,3.6,63.3,49.1,29,29.1,41.4,41.6,246.8,887,990.7,,3947.9,7296.6,2751.2,22.9,11.5,7.8,12,11.4,9.1,14.3,5.4,5,8.6,3.2,4.3,10.7,11.5,9.1,17.2,29.4,2.4,4.5,9.11,8.6,9.39,7.87,4.74,1.52,0.58,4.18,4.58,5.13,6.38,15.64
